total_packets,outgoing_packets,incoming_packets,packet_ratio,unique_destinations,dest_diversity_ratio,protocol_diversity,tcp_packets,udp_packets,icmp_packets,avg_time_between_packets,std_time_between_packets,min_time_between_packets,rapid_packets,unique_ports,port_range,sequential_ports,common_ports,avg_packet_size,std_packet_size,small_packets,response_ratio,no_response_ratio,window_id,packet_position,is_scan,scan_score,rf_prediction,rf_probability,svm_prediction,svm_probability
1000,132,22,6.0,6,0.045454545454545456,5,119,2,0,1,0,1,132,0,0,0,0,117.50757575757575,263.6353743889327,118,0.16666666666666666,0.8333333333333334,114,114000,1,11,1,0.99,1,0.9731210000932576
1000,808,56,14.428571428571429,12,0.01485148514851485,8,737,30,0,1,0,1,808,1,0,0,0,68.31064356435644,109.75576710121837,774,0.06930693069306931,0.9306930693069307,115,115000,1,12,1,1.0,1,0.9612017322121085
1000,790,29,27.24137931034483,7,0.008860759493670886,8,742,20,0,1,0,1,790,0,0,0,0,61.22784810126582,77.68376134924208,772,0.03670886075949367,0.9632911392405064,116,116000,1,12,1,1.0,1,0.9612363580640605
1000,614,32,19.1875,9,0.014657980456026058,6,583,15,0,1,0,1,614,0,0,0,0,75.46254071661238,152.54861840161723,594,0.05211726384364821,0.9478827361563518,117,117000,1,12,1,1.0,1,0.9712393785064569
1000,773,30,25.766666666666666,8,0.01034928848641656,5,729,31,0,1,0,1,773,0,0,0,0,54.707632600258734,8.45959039476652,761,0.03880983182406209,0.9611901681759379,118,118000,1,12,1,0.99,1,0.9622533872886943
1000,149,70,2.1285714285714286,11,0.0738255033557047,8,27,42,0,1,0,1,149,0,0,0,0,140.26845637583892,270.3086481821486,94,0.4697986577181208,0.5302013422818792,119,119000,1,9,1,1.0,1,0.9973512939801141
1000,311,261,1.1915708812260537,15,0.04823151125401929,10,131,6,0,1,0,1,311,0,0,0,0,225.4501607717042,372.44226648284337,210,0.8392282958199357,0.1607717041800643,120,120000,1,8,1,1.0,1,0.9971806347123826
1000,137,170,0.8058823529411765,12,0.08759124087591241,6,82,2,0,1,0,1,137,0,0,0,0,144.64233576642334,256.3887712401491,104,1.2408759124087592,0.0,121,121000,1,8,1,0.99,1,0.986117938261513
1000,63,87,0.7241379310344828,9,0.14285714285714285,5,36,2,0,1,0,1,63,0,0,0,0,177.34920634920636,317.7421433119263,46,1.380952380952381,0.0,122,122000,1,8,1,0.96,1,0.7622505013650094
1000,13,18,0.7222222222222222,3,0.23076923076923078,3,4,2,0,1,0,1,13,0,0,0,0,237.30769230769232,386.4870382939521,8,1.3846153846153846,0.0,123,123000,0,3,0,0.01,0,0.013267739211218418
1000,34,35,0.9714285714285714,4,0.11764705882352941,4,6,0,0,1,0,1,34,0,0,0,0,134.26470588235293,241.918757816016,30,1.0294117647058822,0.0,124,124000,0,5,0,0.04,0,0.045190245863237714
1000,50,51,0.9803921568627451,6,0.12,4,23,4,0,1,0,1,50,0,0,0,0,225.64,396.2719000579151,34,1.02,0.0,125,125000,1,8,1,0.94,0,0.3407418722097804
1000,6,5,1.2,3,0.5,2,3,3,0,1,0,1,6,0,0,0,0,54.666666666666664,14.62418088874268,6,0.8333333333333334,0.16666666666666666,126,126000,0,3,0,0.0,0,0.0018771300591509225
1000,22,13,1.6923076923076923,6,0.2727272727272727,6,7,3,0,1,0,1,22,0,0,0,0,189.45454545454547,337.456978178274,16,0.5909090909090909,0.4090909090909091,127,127000,1,8,1,0.61,1,0.509661498593443
1000,32,25,1.28,4,0.125,5,6,6,0,1,0,1,32,0,0,0,0,169.375,278.9471854277517,19,0.78125,0.21875,128,128000,0,5,0,0.03,0,0.1834370181418031
1000,599,38,15.763157894736842,8,0.01335559265442404,7,574,10,0,1,0,1,599,0,0,0,0,73.6677796327212,128.28643541680998,582,0.06343906510851419,0.9365609348914858,129,129000,1,12,1,1.0,1,0.9705515538387953
1000,928,9,103.11111111111111,2,0.0021551724137931034,3,924,3,0,1,0,1,928,0,0,0,0,57.994612068965516,1.7968488119524457,927,0.009698275862068966,0.990301724137931,130,130000,1,8,1,1.0,1,0.9612162052855536
1000,559,35,15.971428571428572,6,0.01073345259391771,6,539,3,0,1,0,1,559,0,0,0,0,70.18425760286226,116.48206610057606,543,0.0626118067978533,0.9373881932021467,131,131000,1,12,1,1.0,1,0.9715513840399559
1000,82,104,0.7884615384615384,10,0.12195121951219512,7,30,4,0,1,0,1,82,0,0,0,0,216.28048780487805,380.58552272570887,60,1.2682926829268293,0.0,132,132000,1,8,1,0.99,1,0.9779213280127684
1000,259,223,1.1614349775784754,7,0.02702702702702703,9,187,15,0,1,0,1,259,0,0,0,0,141.51351351351352,262.0954520388857,211,0.861003861003861,0.138996138996139,133,133000,1,8,1,0.99,1,0.9901355447080821
1000,39,32,1.21875,5,0.1282051282051282,5,24,10,0,1,0,1,39,0,0,0,0,58.23076923076923,18.92013900369203,37,0.8205128205128205,0.1794871794871795,134,134000,0,5,0,0.15,0,0.11196221321177065
1000,37,30,1.2333333333333334,2,0.05405405405405406,5,23,4,0,1,0,1,37,0,0,0,0,224.05405405405406,375.01984732262616,27,0.8108108108108109,0.1891891891891892,135,135000,0,4,0,0.15,0,0.2047799626414136
1000,42,41,1.024390243902439,3,0.07142857142857142,5,18,8,0,1,0,1,42,0,0,0,0,171.04761904761904,262.7216789759629,27,0.9761904761904762,0.023809523809523808,136,136000,0,5,0,0.13,0,0.11269461638069522
1000,58,47,1.2340425531914894,6,0.10344827586206896,6,28,6,0,1,0,1,58,0,0,0,0,118.34482758620689,156.65332735941735,44,0.8103448275862069,0.1896551724137931,137,137000,1,8,1,0.9,1,0.5321261478326244
1000,159,126,1.2619047619047619,10,0.06289308176100629,7,87,16,0,1,0,1,159,1,0,0,0,192.23270440251574,308.5927059477571,109,0.7924528301886793,0.20754716981132076,138,138000,1,8,1,0.99,1,0.9652077046614516
1000,99,93,1.064516129032258,11,0.1111111111111111,8,44,12,0,1,0,1,99,0,0,0,0,190.15151515151516,295.22735492264206,64,0.9393939393939394,0.06060606060606061,139,139000,1,8,1,0.95,1,0.9900940877842894
1000,148,131,1.1297709923664123,11,0.07432432432432433,8,70,24,0,1,0,1,148,0,0,0,0,184.19594594594594,273.2818101128483,98,0.8851351351351351,0.11486486486486487,140,140000,1,8,1,1.0,1,0.9948951461275602
1000,12,4,3.0,4,0.3333333333333333,3,5,5,0,1,0,1,12,0,0,0,0,132.75,265.3331096770795,10,0.3333333333333333,0.6666666666666666,141,141000,0,4,0,0.01,0,0.03443795798306123
1000,93,84,1.1071428571428572,5,0.053763440860215055,6,39,16,0,1,0,1,93,0,0,0,0,165.38709677419354,222.0413216663719,59,0.9032258064516129,0.0967741935483871,142,142000,0,5,0,0.19,1,0.6870183898092556
1000,88,79,1.1139240506329113,7,0.07954545454545454,4,43,12,0,1,0,1,88,0,0,0,0,269.3181818181818,394.61223642569183,51,0.8977272727272727,0.10227272727272728,143,143000,1,8,1,0.98,1,0.7775412056963912
1000,50,38,1.3157894736842106,8,0.16,4,27,10,0,1,0,1,50,0,0,0,0,128.06,183.25285419722272,38,0.76,0.24,144,144000,1,8,1,0.93,0,0.3674281262841607
1000,13,13,1.0,2,0.15384615384615385,3,6,2,0,1,0,1,13,0,0,0,0,171.84615384615384,209.45239958593865,8,1.0,0.0,145,145000,0,2,0,0.0,0,0.00523605579670355
1000,2,0,2.0,1,0.5,1,0,2,0,1,0,1,2,0,0,0,0,42.0,0.0,2,0.0,1.0,146,146000,0,3,0,0.0,0,0.019179167696418736
1000,29,23,1.2608695652173914,2,0.06896551724137931,3,12,9,0,1,0,1,29,0,0,0,0,145.31034482758622,198.37502425029572,21,0.7931034482758621,0.20689655172413793,147,147000,0,4,0,0.05,0,0.020812532847526675
1000,56,48,1.1666666666666667,5,0.08928571428571429,6,23,12,0,1,0,1,56,0,0,0,0,143.89285714285714,195.6271665993461,38,0.8571428571428571,0.14285714285714285,148,148000,0,5,0,0.43,1,0.4695980027551416
1000,63,53,1.1886792452830188,4,0.06349206349206349,5,31,12,0,1,0,1,63,0,0,0,0,246.76190476190476,338.4623062009919,39,0.8412698412698413,0.15873015873015872,149,149000,0,5,0,0.22,1,0.4650169150960425
1000,14,12,1.1666666666666667,2,0.14285714285714285,4,5,4,0,1,0,1,14,0,0,0,0,142.78571428571428,201.65972046282042,9,0.8571428571428571,0.14285714285714285,150,150000,0,2,0,0.0,0,0.013146263144517077
1000,63,59,1.0677966101694916,4,0.06349206349206349,6,26,12,0,1,0,1,63,0,0,0,0,144.984126984127,186.4510220271033,42,0.9365079365079365,0.06349206349206349,151,151000,0,5,0,0.24,0,0.35031069418984334
1000,52,47,1.1063829787234043,4,0.07692307692307693,5,22,11,0,1,0,1,52,0,0,0,0,153.0,201.72889981261446,35,0.9038461538461539,0.09615384615384616,152,152000,0,5,0,0.29,0,0.17744040565201594
1000,79,73,1.082191780821918,3,0.0379746835443038,5,49,5,0,1,0,1,79,0,0,0,0,182.81012658227849,253.16084255632802,54,0.9240506329113924,0.0759493670886076,153,153000,0,5,0,0.1,0,0.2526712887577413
1000,119,103,1.1553398058252426,15,0.12605042016806722,6,77,7,0,1,0,1,119,0,0,0,0,199.78151260504202,338.20518693372975,85,0.865546218487395,0.13445378151260504,154,154000,1,8,1,0.99,1,0.9999846598013068
1000,91,97,0.9381443298969072,7,0.07692307692307693,4,52,3,0,1,0,1,91,0,0,0,0,438.6923076923077,546.6139749465226,43,1.065934065934066,0.0,155,155000,1,8,1,0.93,1,0.8776611241476084
1000,105,88,1.1931818181818181,11,0.10476190476190476,5,56,1,0,1,0,1,105,0,0,0,0,487.0095238095238,576.0147483294505,45,0.8380952380952381,0.1619047619047619,156,156000,1,8,1,1.0,1,0.994262523901596
1000,131,110,1.190909090909091,12,0.0916030534351145,5,87,2,0,1,0,1,131,0,0,0,0,815.6717557251908,679.546245018837,41,0.8396946564885496,0.16030534351145037,157,157000,1,8,1,0.99,1,0.993911025279751
1000,142,134,1.0597014925373134,11,0.07746478873239436,6,98,1,0,1,0,1,142,0,0,0,0,739.1830985915493,679.0796401943596,53,0.9436619718309859,0.056338028169014086,158,158000,1,8,1,0.96,1,0.9957276236955858
1000,67,44,1.5227272727272727,8,0.11940298507462686,5,52,0,0,1,0,1,67,0,0,0,0,854.7910447761194,668.3903218500633,23,0.6567164179104478,0.34328358208955223,159,159000,1,8,1,0.93,1,0.9612050437805845
1000,101,102,0.9901960784313726,8,0.07920792079207921,5,87,1,0,1,0,1,101,0,0,0,0,293.019801980198,483.7008782336046,77,1.00990099009901,0.0,160,160000,1,8,1,0.99,1,0.9587182829519637
1000,51,27,1.8888888888888888,7,0.13725490196078433,4,36,0,0,1,0,1,51,0,0,0,0,887.0980392156863,694.4059980991512,16,0.5294117647058824,0.47058823529411764,161,161000,1,8,1,0.87,1,0.8984102675532144
1000,59,53,1.1132075471698113,7,0.11864406779661017,6,36,0,0,1,0,1,59,0,0,0,0,240.72881355932202,417.96163124137047,47,0.8983050847457628,0.1016949152542373,162,162000,1,8,1,0.94,1,0.8844667314104738
1000,130,143,0.9090909090909091,8,0.06153846153846154,6,94,0,0,1,0,1,130,0,0,0,0,435.7846153846154,587.3868155477345,82,1.1,0.0,163,163000,1,8,1,0.98,1,0.9908195259786282
1000,155,138,1.1231884057971016,6,0.03870967741935484,6,122,2,0,1,0,1,155,0,0,0,0,648.7806451612903,672.9214584432178,77,0.8903225806451613,0.10967741935483871,164,164000,1,8,1,0.98,1,0.9859749252252746
1000,113,83,1.3614457831325302,28,0.24778761061946902,3,104,1,0,1,0,1,113,0,0,0,0,115.23893805309734,224.854924432887,103,0.7345132743362832,0.26548672566371684,165,165000,1,8,1,0.99,1,0.9958420508557215
1000,137,103,1.3300970873786409,27,0.19708029197080293,5,95,1,0,1,0,1,137,0,0,0,0,316.93430656934305,468.40692471741795,85,0.7518248175182481,0.24817518248175183,166,166000,1,8,1,0.99,1,0.9999995015040001
1000,223,204,1.0931372549019607,22,0.09865470852017937,5,129,1,0,1,0,1,223,0,0,0,0,601.2421524663677,628.1430982736812,90,0.9147982062780269,0.08520179372197309,167,167000,1,8,1,1.0,1,0.9999993246776357
1000,238,244,0.9754098360655737,21,0.08823529411764706,5,150,2,0,1,0,1,238,0,0,0,0,608.0588235294117,656.2446131632496,99,1.0252100840336134,0.0,168,168000,1,8,1,1.0,1,0.9999983791822634
1000,250,242,1.0330578512396693,16,0.064,5,176,1,0,1,0,1,250,0,0,0,0,778.208,678.8023033284551,81,0.968,0.032,169,169000,1,8,1,0.99,1,0.9974408280882764
1000,162,168,0.9642857142857143,13,0.08024691358024691,5,96,0,0,1,0,1,162,0,0,0,0,653.104938271605,658.7921057579563,76,1.037037037037037,0.0,170,170000,1,8,1,1.0,1,0.9973486029128702
1000,134,121,1.1074380165289257,15,0.11194029850746269,6,68,2,0,1,0,1,134,0,0,0,0,421.910447761194,551.5766392012808,67,0.9029850746268657,0.09701492537313433,171,171000,1,8,1,0.99,1,0.9999985848256487
1000,254,249,1.0200803212851406,23,0.09055118110236221,9,145,11,0,1,0,1,254,0,0,0,0,473.8937007874016,593.5909350234227,127,0.9803149606299213,0.01968503937007874,172,172000,1,8,1,1.0,1,0.9999967912213505
1000,130,83,1.5662650602409638,44,0.3384615384615385,6,97,4,0,1,0,1,130,0,0,0,0,236.01538461538462,415.8058391671645,93,0.6384615384615384,0.36153846153846153,173,173000,1,8,1,0.98,1,0.9839286766672591
1000,85,98,0.8673469387755102,42,0.49411764705882355,3,73,5,0,1,0,1,85,0,0,0,0,197.56470588235294,404.2120921077974,72,1.1529411764705881,0.0,174,174000,1,8,1,0.97,1,0.9733158539164334
1000,62,43,1.441860465116279,3,0.04838709677419355,4,37,10,0,1,0,1,62,0,0,0,0,817.3387096774194,687.3641491661923,21,0.6935483870967742,0.3064516129032258,175,175000,0,5,0,0.11,1,0.720918540214636
1000,68,28,2.4285714285714284,5,0.07352941176470588,4,48,2,0,1,0,1,68,0,0,0,0,1085.3088235294117,619.1265454848212,13,0.4117647058823529,0.5882352941176471,176,176000,1,6,1,0.67,1,0.8432583639433405
1000,30,18,1.6666666666666667,3,0.1,3,21,2,0,1,0,1,30,0,0,0,0,812.3333333333334,699.2187923248558,10,0.6,0.4,177,177000,0,5,0,0.26,1,0.4922693103761415
1000,3,1,3.0,2,0.6666666666666666,2,1,2,0,1,0,1,3,0,0,0,0,46.0,6.928203230275509,3,0.3333333333333333,0.6666666666666666,178,178000,0,2,0,0.0,0,0.003270150418083133
1000,43,12,3.5833333333333335,4,0.09302325581395349,4,33,2,0,1,0,1,43,0,0,0,0,1253.6046511627908,525.2560436648236,6,0.27906976744186046,0.7209302325581395,179,179000,1,7,1,0.51,1,0.7860149747497326
1000,107,48,2.2291666666666665,9,0.08411214953271028,6,73,9,0,1,0,1,107,0,0,0,0,929.6355140186915,671.8152316815307,32,0.4485981308411215,0.5514018691588785,180,180000,1,9,1,0.99,1,0.9879840150999213
1000,106,56,1.8928571428571428,9,0.08490566037735849,6,64,10,0,1,0,1,106,0,0,0,0,755.5377358490566,668.4221530985639,35,0.5283018867924528,0.4716981132075472,181,181000,1,8,1,1.0,1,0.9935731772751796
1000,59,49,1.2040816326530612,7,0.11864406779661017,5,44,1,0,1,0,1,59,0,0,0,0,742.8474576271186,696.6249872645653,21,0.8305084745762712,0.1694915254237288,182,182000,1,8,1,0.84,1,0.9402423726689313
1000,21,24,0.875,4,0.19047619047619047,3,14,2,0,1,0,1,21,0,0,0,0,756.1904761904761,706.51373794482,7,1.1428571428571428,0.0,183,183000,0,5,0,0.08,0,0.2715777409561528
1000,112,58,1.9310344827586208,12,0.10714285714285714,6,71,17,0,1,0,1,112,0,0,0,0,670.6785714285714,680.9983028948667,50,0.5178571428571429,0.48214285714285715,184,184000,1,8,1,1.0,1,0.999989895864652
1000,1,0,1.0,1,1.0,1,0,1,0,1,0,1,1,0,0,0,0,42.0,0.0,1,0.0,1.0,185,185000,0,3,0,0.0,0,0.020797844604405966
1000,13,8,1.625,3,0.23076923076923078,4,1,7,0,1,0,1,13,0,0,0,0,78.53846153846153,42.01709053987315,8,0.6153846153846154,0.38461538461538464,186,186000,0,3,0,0.01,0,0.020801208393799335
1000,58,40,1.45,12,0.20689655172413793,7,25,8,0,1,0,1,58,0,0,0,0,83.08620689655173,36.72051125411328,40,0.6896551724137931,0.3103448275862069,187,187000,1,8,1,0.85,1,0.9172226362091199
1000,49,32,1.53125,6,0.12244897959183673,7,27,4,0,1,0,1,49,1,0,0,0,653.6122448979592,675.124982760184,18,0.6530612244897959,0.3469387755102041,188,188000,1,8,1,0.94,1,0.9612006542218545
1000,25,10,2.5,5,0.2,3,17,2,0,1,0,1,25,0,0,0,0,674.16,682.1896534933181,10,0.4,0.6,189,189000,1,6,0,0.18,1,0.5803484167300487
1000,126,122,1.0327868852459017,10,0.07936507936507936,6,49,7,0,1,0,1,126,0,0,0,0,484.9920634920635,600.9264247281093,73,0.9682539682539683,0.031746031746031744,190,190000,1,8,1,1.0,1,0.9959976875475176
1000,41,31,1.3225806451612903,7,0.17073170731707318,4,22,6,0,1,0,1,41,0,0,0,0,294.390243902439,458.2379773681346,29,0.7560975609756098,0.24390243902439024,191,191000,1,8,1,0.85,1,0.5965364383483952
1000,81,49,1.653061224489796,5,0.06172839506172839,6,52,3,0,1,0,1,81,0,0,0,0,1001.925925925926,636.6165599828868,19,0.6049382716049383,0.3950617283950617,192,192000,0,5,0,0.15,1,0.9290613342720435
1000,125,149,0.8389261744966443,6,0.048,7,38,7,0,1,0,1,125,0,0,0,0,225.968,402.9105587131971,93,1.192,0.0,193,193000,1,8,1,0.99,1,0.961238581485592
1000,118,126,0.9365079365079365,10,0.0847457627118644,6,33,0,0,1,0,1,118,0,0,0,0,170.85593220338984,308.18992577487603,95,1.0677966101694916,0.0,194,194000,1,8,1,1.0,1,0.9712501396933253
1000,160,127,1.2598425196850394,16,0.1,6,91,0,0,1,0,1,160,0,0,0,0,632.35,634.6857311760606,61,0.79375,0.20625,195,195000,1,8,1,1.0,1,0.9999989973086297
1000,134,211,0.6350710900473934,13,0.09701492537313433,6,41,1,0,1,0,1,134,0,0,0,0,266.93283582089555,415.84470058415775,95,1.5746268656716418,0.0,196,196000,1,8,1,1.0,1,0.9950556635121371
1000,131,110,1.190909090909091,16,0.12213740458015267,6,74,2,0,1,0,1,131,0,0,0,0,445.206106870229,557.7911894601261,61,0.8396946564885496,0.16030534351145037,197,197000,1,8,1,1.0,1,0.9999992429327984
1000,187,184,1.016304347826087,18,0.0962566844919786,4,98,0,0,1,0,1,187,0,0,0,0,537.4919786096257,587.099819039281,80,0.983957219251337,0.016042780748663103,198,198000,1,8,1,1.0,1,0.9999976672253622
1000,219,251,0.8725099601593626,18,0.0821917808219178,5,87,2,0,1,0,1,219,0,0,0,0,386.3972602739726,491.2252722182094,116,1.1461187214611872,0.0,199,199000,1,8,1,1.0,1,0.9999987203276008
1000,261,271,0.9630996309963099,42,0.16091954022988506,5,177,4,0,1,0,1,261,0,0,0,0,273.455938697318,432.9494673981773,172,1.0383141762452108,0.0,200,200000,1,8,1,1.0,1,0.9879294668307375
1000,7,3,2.3333333333333335,4,0.5714285714285714,4,3,1,0,1,0,1,7,0,0,0,0,586.1428571428571,609.0304941931421,3,0.42857142857142855,0.5714285714285714,201,201000,0,4,0,0.01,0,0.04770989970254067
1000,39,46,0.8478260869565217,5,0.1282051282051282,4,18,3,0,1,0,1,39,0,0,0,0,306.79487179487177,450.00889929721797,21,1.1794871794871795,0.0,202,202000,0,5,0,0.14,0,0.24085854719069394
1000,253,280,0.9035714285714286,20,0.07905138339920949,6,140,3,0,1,0,1,253,0,0,0,0,345.8102766798419,489.712528620232,135,1.1067193675889329,0.0,203,203000,1,8,1,1.0,1,0.9999991744000094
1000,135,122,1.1065573770491803,18,0.13333333333333333,8,67,0,0,1,0,1,135,0,0,0,0,393.73333333333335,527.4565017079891,66,0.9037037037037037,0.0962962962962963,204,204000,1,8,1,1.0,1,0.9999995050488102
1000,253,242,1.0454545454545454,48,0.18972332015810275,9,180,8,0,1,0,1,253,0,0,0,0,162.83399209486166,323.97500777891673,202,0.9565217391304348,0.043478260869565216,205,205000,1,8,1,0.99,1,0.9612135942946833
1000,64,48,1.3333333333333333,9,0.140625,7,11,15,0,1,0,1,64,0,0,0,0,197.96875,311.6281345546832,43,0.75,0.25,206,206000,1,8,1,0.98,1,0.9683611339204022
1000,174,171,1.0175438596491229,13,0.07471264367816093,7,71,12,0,1,0,1,174,0,0,0,0,399.8103448275862,525.212110971237,90,0.9827586206896551,0.017241379310344827,207,207000,1,8,1,1.0,1,0.9999976510128055
1000,2,0,2.0,2,1.0,2,0,1,0,1,0,1,2,0,0,0,0,48.0,8.48528137423857,2,0.0,1.0,208,208000,0,3,0,0.0,0,0.021492407481217522
1000,82,74,1.1081081081081081,8,0.0975609756097561,6,43,4,0,1,0,1,82,0,0,0,0,442.0243902439024,567.7639479857273,40,0.9024390243902439,0.0975609756097561,209,209000,1,8,1,0.95,1,0.9824539614884293
1000,106,88,1.2045454545454546,5,0.04716981132075472,5,84,1,0,1,0,1,106,0,0,0,0,1053.4716981132076,641.8649347249544,19,0.8301886792452831,0.16981132075471697,210,210000,0,5,0,0.28,1,0.8436250195635385
1000,76,51,1.4901960784313726,7,0.09210526315789473,6,40,4,0,1,0,1,76,0,0,0,0,773.5526315789474,668.4401024222856,29,0.6710526315789473,0.32894736842105265,211,211000,1,8,1,0.99,1,0.977828181994278
1000,89,72,1.2361111111111112,8,0.0898876404494382,6,49,2,0,1,0,1,89,0,0,0,0,728.123595505618,677.2142943409071,36,0.8089887640449438,0.19101123595505617,212,212000,1,8,1,1.0,1,0.9854572797741152
1000,44,42,1.0476190476190477,13,0.29545454545454547,3,35,0,0,1,0,1,44,0,0,0,0,155.79545454545453,310.93359640638255,35,0.9545454545454546,0.045454545454545456,213,213000,1,8,1,0.91,1,0.6369197453715726
1000,108,97,1.1134020618556701,11,0.10185185185185185,6,61,1,0,1,0,1,108,0,0,0,0,530.2962962962963,612.4012529098823,51,0.8981481481481481,0.10185185185185185,214,214000,1,8,1,0.99,1,0.9967639404460736
1000,25,17,1.4705882352941178,6,0.24,5,8,8,0,1,0,1,25,0,0,0,0,170.04,320.8347809491151,18,0.68,0.32,215,215000,1,8,1,0.73,0,0.2998820217402739
1000,2,0,2.0,1,0.5,1,0,0,0,1,0,1,2,0,0,0,0,82.0,0.0,2,0.0,1.0,216,216000,0,3,0,0.0,0,0.017750621841047233
1000,39,26,1.5,10,0.2564102564102564,5,22,1,0,1,0,1,39,0,0,0,0,124.07692307692308,246.16387188590926,31,0.6666666666666666,0.3333333333333333,217,217000,1,8,1,0.68,1,0.673665330903812
1000,81,80,1.0125,6,0.07407407407407407,5,47,1,0,1,0,1,81,0,0,0,0,443.71604938271605,543.4672997193093,39,0.9876543209876543,0.012345679012345678,218,218000,1,8,1,0.86,1,0.8879033869460567
1000,17,18,0.9444444444444444,4,0.23529411764705882,3,11,1,0,1,0,1,17,0,0,0,0,363.29411764705884,553.8193257626853,10,1.0588235294117647,0.0,219,219000,0,3,0,0.04,0,0.0608761423365134
1000,17,16,1.0625,3,0.17647058823529413,3,9,3,0,1,0,1,17,0,0,0,0,764.2352941176471,704.4042278241028,6,0.9411764705882353,0.058823529411764705,220,220000,0,3,0,0.06,0,0.2203270280196706
1000,63,47,1.3404255319148937,8,0.12698412698412698,6,32,16,0,1,0,1,63,0,0,0,0,148.57142857142858,298.4545523453583,49,0.746031746031746,0.25396825396825395,221,221000,1,8,1,0.93,1,0.9115152033349572
